loss,params,iteration,estimators,train_time
0.24218538907443032,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7878722696495764, 'learning_rate': 0.048936410244575575, 'min_child_samples': 410, 'num_leaves': 132, 'reg_alpha': 0.17616663325172033, 'reg_lambda': 0.7234573267040174, 'subsample_for_bin': 180000, 'subsample': 0.5211750033711255}",11,32,2.1363363609998487
0.2426821562770214,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.880683867295047, 'learning_rate': 0.19551187838964745, 'min_child_samples': 435, 'num_leaves': 45, 'reg_alpha': 0.2878847550683644, 'reg_lambda': 0.01708657132205149, 'subsample_for_bin': 240000, 'subsample': 0.5170383307975128}",12,8,668.8488569690007
0.2581671089685157,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.890014582561619, 'learning_rate': 0.055447027994085955, 'min_child_samples': 65, 'num_leaves': 61, 'reg_alpha': 0.9748302452710026, 'reg_lambda': 0.23383881520136884, 'subsample_for_bin': 40000, 'subsample': 0.895813092308513}",13,92,1594.2072784860002
0.2417621138582069,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9124225863241522, 'learning_rate': 0.019199675385015214, 'min_child_samples': 225, 'num_leaves': 102, 'reg_alpha': 0.1916434813532829, 'reg_lambda': 0.6896940625642513, 'subsample_for_bin': 200000, 'subsample': 0.7560708555481161}",14,175,1169.289089629
0.2353633770592799,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6220082377595529, 'learning_rate': 0.03565154266775181, 'min_child_samples': 225, 'num_leaves': 70, 'reg_alpha': 0.41007410794253185, 'reg_lambda': 0.45276116373350317, 'subsample_for_bin': 280000, 'subsample': 0.7661806376140439}",15,79,3.003993233000074
0.23931108744355778,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6826115664358082, 'learning_rate': 0.17232942613953312, 'min_child_samples': 485, 'num_leaves': 117, 'reg_alpha': 0.010598426894564361, 'reg_lambda': 0.7063665010867298, 'subsample_for_bin': 120000, 'subsample': 0.905149067692514}",16,6,805.6875651279997
0.2519466940955114,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.853102917239426, 'learning_rate': 0.011767912024933956, 'min_child_samples': 110, 'num_leaves': 114, 'reg_alpha': 0.3369787449812449, 'reg_lambda': 0.5773835691302064, 'subsample_for_bin': 40000, 'subsample': 1.0}",17,83,3.57844116600063
0.23949641562812818,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7706879189819607, 'learning_rate': 0.03598378193909862, 'min_child_samples': 135, 'num_leaves': 67, 'reg_alpha': 0.9645612747608906, 'reg_lambda': 0.9616204046171472, 'subsample_for_bin': 60000, 'subsample': 0.5253657477796922}",18,59,6.2015995450001355
0.2379431403928416,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8464791720356762, 'learning_rate': 0.10875645732896141, 'min_child_samples': 380, 'num_leaves': 112, 'reg_alpha': 0.002436386070584051, 'reg_lambda': 0.09460288039448272, 'subsample_for_bin': 180000, 'subsample': 0.7153773885862027}",19,97,1059.4762987089998
0.2515370078027608,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6048404419661536, 'learning_rate': 0.06644368221542607, 'min_child_samples': 85, 'num_leaves': 66, 'reg_alpha': 0.776616518870496, 'reg_lambda': 0.5854944753883532, 'subsample_for_bin': 300000, 'subsample': 1.0}",20,6,1.7086359829991125
0.24231928971698102,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.98063536544944, 'learning_rate': 0.026978814186666762, 'min_child_samples': 330, 'num_leaves': 84, 'reg_alpha': 0.5908793087814889, 'reg_lambda': 0.8622306559237783, 'subsample_for_bin': 80000, 'subsample': 0.932285013180736}",21,77,3.067669575999389
0.23807810338402968,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6462737017535378, 'learning_rate': 0.012324921239448035, 'min_child_samples': 310, 'num_leaves': 33, 'reg_alpha': 0.08059600901783015, 'reg_lambda': 0.29125095623622194, 'subsample_for_bin': 260000, 'subsample': 0.8643530487801971}",22,145,3.922762746000444
0.23697005315023167,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7060372959647947, 'learning_rate': 0.02561408416317966, 'min_child_samples': 285, 'num_leaves': 84, 'reg_alpha': 0.41588642148824095, 'reg_lambda': 0.19403399697022816, 'subsample_for_bin': 20000, 'subsample': 0.7631347273529762}",23,90,3.2463800589994207
0.23653261487410326,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6281704201727462, 'learning_rate': 0.010242774499691548, 'min_child_samples': 245, 'num_leaves': 47, 'reg_alpha': 0.24862621587556788, 'reg_lambda': 0.8833655063071846, 'subsample_for_bin': 280000, 'subsample': 0.7950270278686}",24,264,6.066362722000122
0.23825036253575882,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6432835109016702, 'learning_rate': 0.02710303819301006, 'min_child_samples': 350, 'num_leaves': 55, 'reg_alpha': 0.6241431897037448, 'reg_lambda': 0.32053910881605635, 'subsample_for_bin': 80000, 'subsample': 0.9749576611005706}",25,98,2.966034226999909
0.23411922256993112,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6018079852222857, 'learning_rate': 0.013671040531663592, 'min_child_samples': 270, 'num_leaves': 80, 'reg_alpha': 0.07810226472224807, 'reg_lambda': 0.16181824568601372, 'subsample_for_bin': 20000, 'subsample': 0.6671262623936692}",26,222,5.596689277999758
0.23479512061967267,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6937623755496278, 'learning_rate': 0.014453314763666117, 'min_child_samples': 295, 'num_leaves': 150, 'reg_alpha': 0.07321109910215562, 'reg_lambda': 0.1480557400944723, 'subsample_for_bin': 20000, 'subsample': 0.6417470440403754}",27,156,4.304266135999569
0.23969156594702634,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9878576172858811, 'learning_rate': 0.014683120742970072, 'min_child_samples': 270, 'num_leaves': 92, 'reg_alpha': 0.09103092234696224, 'reg_lambda': 0.009356651024528151, 'subsample_for_bin': 60000, 'subsample': 0.649373817777606}",28,140,4.133876574000169
0.24033854874233285,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.722328845139608, 'learning_rate': 0.010099814930436261, 'min_child_samples': 200, 'num_leaves': 79, 'reg_alpha': 0.13592454409991978, 'reg_lambda': 0.8901237232095218, 'subsample_for_bin': 40000, 'subsample': 0.8658873105327075}",29,25,2.1446933839997655
0.23716407229700887,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6593999294849248, 'learning_rate': 0.023087587108807487, 'min_child_samples': 370, 'num_leaves': 148, 'reg_alpha': 0.23716640736364153, 'reg_lambda': 0.6387655887275027, 'subsample_for_bin': 20000, 'subsample': 0.7010531873028041}",30,144,3.895050070999787
0.23838705158066387,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6016867090027868, 'learning_rate': 0.015106292178831074, 'min_child_samples': 330, 'num_leaves': 32, 'reg_alpha': 0.014342659979881586, 'reg_lambda': 0.7968580310811145, 'subsample_for_bin': 80000, 'subsample': 0.8527195941510884}",31,157,3.904626916999405
0.24019232659369671,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8092562140482292, 'learning_rate': 0.031943453092965375, 'min_child_samples': 150, 'num_leaves': 97, 'reg_alpha': 0.5651712723942535, 'reg_lambda': 0.372234818519271, 'subsample_for_bin': 60000, 'subsample': 0.604424832315169}",32,30,2.4413516750009876
0.28060671587120545,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9291456537533745, 'learning_rate': 0.01152139440598852, 'min_child_samples': 30, 'num_leaves': 140, 'reg_alpha': 0.31375341602152995, 'reg_lambda': 0.12825711395098321, 'subsample_for_bin': 120000, 'subsample': 1.0}",33,80,4.2145898420003505
0.23907247754784533,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7614104694035954, 'learning_rate': 0.021964740123746516, 'min_child_samples': 200, 'num_leaves': 126, 'reg_alpha': 0.4898915964468049, 'reg_lambda': 0.9733253068744347, 'subsample_for_bin': 100000, 'subsample': 0.5745369999405694}",34,101,3.5822729249994154
0.2359668428080609,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6810518594054016, 'learning_rate': 0.137099568628553, 'min_child_samples': 255, 'num_leaves': 56, 'reg_alpha': 0.6718397368412268, 'reg_lambda': 0.5132102248921895, 'subsample_for_bin': 140000, 'subsample': 0.9230305701081664}",35,17,2.083829641000193
0.2483074494426335,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9578835500872683, 'learning_rate': 0.016839690525591696, 'min_child_samples': 200, 'num_leaves': 40, 'reg_alpha': 0.4113740754257554, 'reg_lambda': 0.22070193361079796, 'subsample_for_bin': 40000, 'subsample': 1.0}",36,60,2.463046300001224
0.23922471327099537,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7130933854658195, 'learning_rate': 0.013597216607005545, 'min_child_samples': 315, 'num_leaves': 75, 'reg_alpha': 0.23481428290876816, 'reg_lambda': 0.36934940288477647, 'subsample_for_bin': 100000, 'subsample': 0.7145520399228309}",37,138,4.302329242998894
0.24101919126716065,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6249290843138071, 'learning_rate': 0.010063568518435971, 'min_child_samples': 455, 'num_leaves': 49, 'reg_alpha': 0.1297065746370724, 'reg_lambda': 0.2731216895470402, 'subsample_for_bin': 140000, 'subsample': 1.0}",38,100,3.067884395000874
0.23782233373339723,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8216953113389381, 'learning_rate': 0.04469135899231038, 'min_child_samples': 390, 'num_leaves': 39, 'reg_alpha': 0.3766011779899469, 'reg_lambda': 0.7998253256776442, 'subsample_for_bin': 20000, 'subsample': 0.8111255000911857}",39,36,2.8065585599997576
0.2396758254136333,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7414334905632309, 'learning_rate': 0.02150869244961141, 'min_child_samples': 155, 'num_leaves': 123, 'reg_alpha': 0.0616312759044447, 'reg_lambda': 0.05952304695370075, 'subsample_for_bin': 60000, 'subsample': 0.7073362934136906}",40,24,3.0974560779995954
0.23191194580555785,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6656735332958157, 'learning_rate': 0.01681162074687175, 'min_child_samples': 270, 'num_leaves': 92, 'reg_alpha': 0.5470324249802095, 'reg_lambda': 0.6416419234592308, 'subsample_for_bin': 160000, 'subsample': 0.9235252033931153}",41,173,5.476101275999099
0.23940654126981253,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6590770642664768, 'learning_rate': 0.06706322476402914, 'min_child_samples': 350, 'num_leaves': 104, 'reg_alpha': 0.7053902180283831, 'reg_lambda': 0.5148633209622719, 'subsample_for_bin': 160000, 'subsample': 0.9876542737871695}",42,48,2.652227894999669
0.24035685102314586,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7595728814286766, 'learning_rate': 0.01611591614308397, 'min_child_samples': 280, 'num_leaves': 90, 'reg_alpha': 0.5458051834458273, 'reg_lambda': 0.6239977665678597, 'subsample_for_bin': 180000, 'subsample': 1.0}",43,61,2.303938121000101
0.23632715000357152,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6932240585984001, 'learning_rate': 0.01281165725629321, 'min_child_samples': 240, 'num_leaves': 96, 'reg_alpha': 0.8784945171555392, 'reg_lambda': 0.7492935682693881, 'subsample_for_bin': 220000, 'subsample': 0.5163008025657281}",44,570,1321.633247920001
0.24071609306661856,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7962622533306001, 'learning_rate': 0.02005359298420466, 'min_child_samples': 180, 'num_leaves': 104, 'reg_alpha': 0.46582054130551326, 'reg_lambda': 0.6548863640292916, 'subsample_for_bin': 200000, 'subsample': 0.5961178324433043}",45,97,4.258543218000341
0.24019240789231255,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6427001696814414, 'learning_rate': 0.02982754513471379, 'min_child_samples': 110, 'num_leaves': 84, 'reg_alpha': 0.6493565050394334, 'reg_lambda': 0.4048555954409407, 'subsample_for_bin': 240000, 'subsample': 0.6355209243190686}",46,134,1410.0794350939996
0.23615709460501266,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7813185177180284, 'learning_rate': 0.04523175075214652, 'min_child_samples': 215, 'num_leaves': 76, 'reg_alpha': 0.8425131997244982, 'reg_lambda': 0.47861778187729154, 'subsample_for_bin': 160000, 'subsample': 0.915185998204531}",47,80,3.3765840560008655
0.2439937033941667,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6013548372588626, 'learning_rate': 0.010945834400374886, 'min_child_samples': 360, 'num_leaves': 108, 'reg_alpha': 0.7453357209405973, 'reg_lambda': 0.5451911403881264, 'subsample_for_bin': 140000, 'subsample': 1.0}",48,87,2.472738043999925
0.23552961408612338,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6706012669374386, 'learning_rate': 0.018348414186585445, 'min_child_samples': 400, 'num_leaves': 133, 'reg_alpha': 0.5465226706427061, 'reg_lambda': 0.8278976047261049, 'subsample_for_bin': 200000, 'subsample': 0.6439614210240994}",49,409,969.501230322001
0.24287008139168875,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8676872124624854, 'learning_rate': 0.0394832432277742, 'min_child_samples': 445, 'num_leaves': 61, 'reg_alpha': 0.9430892053920802, 'reg_lambda': 0.6667050771919217, 'subsample_for_bin': 120000, 'subsample': 0.8130425075109017}",50,31,2.3068656779996672
0.2415355569028076,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7259941174555566, 'learning_rate': 0.024231640153304947, 'min_child_samples': 425, 'num_leaves': 99, 'reg_alpha': 0.45360201671218986, 'reg_lambda': 0.7437337463776177, 'subsample_for_bin': 220000, 'subsample': 0.6739192811387604}",51,96,3.4599442439994164
0.24444545919757033,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6191036810954489, 'learning_rate': 0.03071487380767226, 'min_child_samples': 90, 'num_leaves': 87, 'reg_alpha': 0.5124125246933098, 'reg_lambda': 0.9275268920237096, 'subsample_for_bin': 180000, 'subsample': 0.8110647715055541}",52,112,1811.0731207659992
0.23928286743245852,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7444121090694111, 'learning_rate': 0.05286238892834505, 'min_child_samples': 300, 'num_leaves': 122, 'reg_alpha': 0.2768304845423268, 'reg_lambda': 0.5969505158135215, 'subsample_for_bin': 240000, 'subsample': 0.7473303236455764}",53,48,2.4412286710012268
0.24373384946927712,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.828280063277933, 'learning_rate': 0.06399702472462902, 'min_child_samples': 255, 'num_leaves': 78, 'reg_alpha': 0.8345536894126896, 'reg_lambda': 0.3399983997108019, 'subsample_for_bin': 100000, 'subsample': 1.0}",54,8,1.4134054429996468
0.2393009853896857,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6327374414512449, 'learning_rate': 0.10202562128506927, 'min_child_samples': 325, 'num_leaves': 72, 'reg_alpha': 0.3648429720829272, 'reg_lambda': 0.4214457858544813, 'subsample_for_bin': 160000, 'subsample': 0.5583349071956216}",55,27,1.8825322480006434
0.24017829669531776,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7039276975505446, 'learning_rate': 0.07519286155018023, 'min_child_samples': 495, 'num_leaves': 93, 'reg_alpha': 0.7343236273863736, 'reg_lambda': 0.17678705408192574, 'subsample_for_bin': 140000, 'subsample': 0.589700300826588}",56,144,609.4304140139993
0.24115102496248775,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6116743381913321, 'learning_rate': 0.02027505591697107, 'min_child_samples': 465, 'num_leaves': 109, 'reg_alpha': 0.6081432332050392, 'reg_lambda': 0.26662139033208104, 'subsample_for_bin': 180000, 'subsample': 0.953342735255055}",57,49,2.111529354000595
0.23779637802892006,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6762366630906875, 'learning_rate': 0.013327254128731965, 'min_child_samples': 180, 'num_leaves': 118, 'reg_alpha': 0.9288698171679521, 'reg_lambda': 0.0835954581286396, 'subsample_for_bin': 120000, 'subsample': 0.8911698132392252}",58,140,4.0346331280015875
0.24506405139485443,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.655179822161098, 'learning_rate': 0.14226845906360883, 'min_child_samples': 215, 'num_leaves': 53, 'reg_alpha': 0.31019706754375875, 'reg_lambda': 0.47585565555257137, 'subsample_for_bin': 260000, 'subsample': 1.0}",59,7,1.247030046000873
0.2629494535107041,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9137668747635778, 'learning_rate': 0.016110427321897564, 'min_child_samples': 50, 'num_leaves': 62, 'reg_alpha': 0.6793457129344627, 'reg_lambda': 0.7020415200686246, 'subsample_for_bin': 80000, 'subsample': 0.6267631164048266}",60,116,4.266384652999477
0.23960379231691065,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6902186500713681, 'learning_rate': 0.03598767507098763, 'min_child_samples': 345, 'num_leaves': 87, 'reg_alpha': 0.9934392189003409, 'reg_lambda': 0.048445916733928396, 'subsample_for_bin': 200000, 'subsample': 0.7407205849069847}",61,69,2.384004498999275
0.23569949497299825,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.635775857021489, 'learning_rate': 0.011007495588493685, 'min_child_samples': 270, 'num_leaves': 81, 'reg_alpha': 0.20839984063116274, 'reg_lambda': 0.5642025004224911, 'subsample_for_bin': 220000, 'subsample': 0.8134126072327977}",62,556,894.6982749849994
0.23989645864350617,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7502235065938394, 'learning_rate': 0.027292084548691, 'min_child_samples': 130, 'num_leaves': 66, 'reg_alpha': 0.4433128227574037, 'reg_lambda': 0.8475262164889131, 'subsample_for_bin': 300000, 'subsample': 0.6805263921652646}",63,104,2.2211911489976046
0.24172610165511643,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7792198756758086, 'learning_rate': 0.018056648789447606, 'min_child_samples': 155, 'num_leaves': 143, 'reg_alpha': 0.15118044088525784, 'reg_lambda': 0.3275349809489574, 'subsample_for_bin': 100000, 'subsample': 0.829996861878299}",64,107,2.1779851319988666
0.24327705146964917,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6123717366196851, 'learning_rate': 0.0332771488963108, 'min_child_samples': 375, 'num_leaves': 71, 'reg_alpha': 0.502781693356017, 'reg_lambda': 0.1227248901297569, 'subsample_for_bin': 280000, 'subsample': 1.0}",65,29,0.6415805899996485
0.23597602646791382,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.653526293092092, 'learning_rate': 0.014757152239100166, 'min_child_samples': 290, 'num_leaves': 36, 'reg_alpha': 0.037934613222035285, 'reg_lambda': 0.9022974408070388, 'subsample_for_bin': 40000, 'subsample': 0.8916528750789725}",66,146,1.818184460997145
0.23612207760911652,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7103146121017219, 'learning_rate': 0.025072087536130702, 'min_child_samples': 235, 'num_leaves': 112, 'reg_alpha': 0.2007674726851561, 'reg_lambda': 0.7606873918400331, 'subsample_for_bin': 40000, 'subsample': 0.7802236891611709}",67,98,1.666162882000208
0.23873353422688548,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6021548745073507, 'learning_rate': 0.022192436919880015, 'min_child_samples': 305, 'num_leaves': 133, 'reg_alpha': 0.10965082180037244, 'reg_lambda': 0.9667261058564465, 'subsample_for_bin': 20000, 'subsample': 0.9717774415114904}",68,128,1.6178123999998206
0.23325472925262125,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6677038241299779, 'learning_rate': 0.011533280181355215, 'min_child_samples': 265, 'num_leaves': 42, 'reg_alpha': 0.17312516708421122, 'reg_lambda': 0.6849359153834612, 'subsample_for_bin': 60000, 'subsample': 0.9472495696195826}",69,217,2.3484444560017437
0.23284992998787468,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6660192896386451, 'learning_rate': 0.012171698638342677, 'min_child_samples': 270, 'num_leaves': 58, 'reg_alpha': 0.18142951209969693, 'reg_lambda': 0.6092733164198654, 'subsample_for_bin': 80000, 'subsample': 0.942201267035335}",70,213,2.3443484490017
0.23902071149520943,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6647571263334701, 'learning_rate': 0.011921544789256668, 'min_child_samples': 190, 'num_leaves': 43, 'reg_alpha': 0.27533619940414844, 'reg_lambda': 0.6774978776252752, 'subsample_for_bin': 80000, 'subsample': 0.9466916069356441}",71,64,1.367075157999352
0.23670962494873993,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7261611320621025, 'learning_rate': 0.010135093118956379, 'min_child_samples': 220, 'num_leaves': 59, 'reg_alpha': 0.17692099960438545, 'reg_lambda': 0.62503515117319, 'subsample_for_bin': 60000, 'subsample': 0.9989551275568295}",72,277,3.2698491279988957
0.23588053830000222,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7006009520891575, 'learning_rate': 0.01093324026036395, 'min_child_samples': 245, 'num_leaves': 50, 'reg_alpha': 0.3798251646055671, 'reg_lambda': 0.7261493611051901, 'subsample_for_bin': 120000, 'subsample': 0.9019582256647745}",73,212,2.4117969770013588
0.23870915319249575,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7345423269857179, 'learning_rate': 0.012669927196429693, 'min_child_samples': 335, 'num_leaves': 45, 'reg_alpha': 0.34404546252884594, 'reg_lambda': 0.5390108898894224, 'subsample_for_bin': 100000, 'subsample': 0.9459278990921299}",74,154,1.756876891002321
0.24001004150042038,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7581237459916228, 'learning_rate': 0.016233390840544145, 'min_child_samples': 320, 'num_leaves': 52, 'reg_alpha': 0.3067971585237646, 'reg_lambda': 0.6109481876838962, 'subsample_for_bin': 140000, 'subsample': 0.8440946043508494}",75,121,1.5840852040018945
0.2323027981525816,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7171313121187726, 'learning_rate': 0.01911047579500686, 'min_child_samples': 270, 'num_leaves': 40, 'reg_alpha': 0.579612248174215, 'reg_lambda': 0.7823080777752507, 'subsample_for_bin': 80000, 'subsample': 0.9736252449154525}",76,148,1.8441794620011933
0.23776251911779,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6844556962201394, 'learning_rate': 0.029028717888586436, 'min_child_samples': 285, 'num_leaves': 35, 'reg_alpha': 0.6299014184437557, 'reg_lambda': 0.7970715075153099, 'subsample_for_bin': 80000, 'subsample': 0.9990106560161364}",77,43,1.0939182090005488
0.24085278659696452,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7161837602265605, 'learning_rate': 0.020229396586726987, 'min_child_samples': 165, 'num_leaves': 31, 'reg_alpha': 0.5673224628847559, 'reg_lambda': 0.8255840294242529, 'subsample_for_bin': 160000, 'subsample': 0.5728378499072999}",78,17,1219.4134428059988
